sender,receiver,timestamp,topic
staff_11@company.com,staff_02@company.com,2024-03-01,Coffee
cto@company.com,staff_04@company.com,2024-02-10,Planning
staff_14@company.com,staff_09@company.com,2024-01-19,Coffee
staff_05@company.com,staff_11@company.com,2024-02-09,Planning
hr_lead@company.com,staff_02@company.com,2024-01-19,Planning
ceo@company.com,staff_13@company.com,2024-01-26,Report
staff_10@company.com,staff_15@company.com,2024-02-17,Update
staff_02@company.com,staff_01@company.com,2024-02-12,Coffee
staff_03@company.com,staff_02@company.com,2024-02-01,Planning
staff_14@company.com,staff_03@company.com,2024-01-31,Sync
staff_11@company.com,staff_08@company.com,2024-02-24,Sync
staff_04@company.com,staff_06@company.com,2024-01-13,Update
cto@company.com,staff_07@company.com,2024-02-17,Sync
staff_06@company.com,staff_11@company.com,2024-02-23,Coffee
staff_06@company.com,staff_04@company.com,2024-01-24,Report
staff_07@company.com,staff_01@company.com,2024-01-11,Sync
staff_04@company.com,staff_10@company.com,2024-01-03,Update
staff_11@company.com,sales_lead@company.com,2024-02-01,Planning
staff_14@company.com,eng_lead@company.com,2024-02-27,Sync
ceo@company.com,staff_09@company.com,2024-02-26,Coffee
staff_13@company.com,staff_08@company.com,2024-01-04,Sync
ceo@company.com,cto@company.com,2024-01-29,Planning
cto@company.com,hr_lead@company.com,2024-01-07,Report
staff_06@company.com,staff_04@company.com,2024-02-23,Sync
staff_10@company.com,staff_11@company.com,2024-01-19,Update
staff_15@company.com,sales_lead@company.com,2024-02-19,Planning
staff_09@company.com,cto@company.com,2024-02-23,Coffee
ceo@company.com,staff_03@company.com,2024-02-05,Coffee
ceo@company.com,staff_08@company.com,2024-02-09,Report
cto@company.com,staff_15@company.com,2024-01-20,Planning
staff_04@company.com,staff_07@company.com,2024-01-31,Planning
cto@company.com,staff_02@company.com,2024-02-02,Report
staff_02@company.com,staff_04@company.com,2024-02-16,Coffee
staff_08@company.com,staff_09@company.com,2024-02-16,Sync
staff_07@company.com,staff_04@company.com,2024-01-03,Planning
staff_03@company.com,staff_01@company.com,2024-01-18,Sync
cto@company.com,staff_12@company.com,2024-02-06,Coffee
cto@company.com,staff_14@company.com,2024-01-27,Update
staff_09@company.com,sales_lead@company.com,2024-01-20,Update
cto@company.com,sales_lead@company.com,2024-01-06,Planning
staff_07@company.com,eng_lead@company.com,2024-02-14,Sync
staff_13@company.com,staff_02@company.com,2024-02-06,Planning
cto@company.com,staff_08@company.com,2024-02-21,Sync
cto@company.com,staff_02@company.com,2024-02-03,Report
cto@company.com,staff_05@company.com,2024-02-05,Planning
staff_03@company.com,staff_02@company.com,2024-02-18,Planning
hr_lead@company.com,ceo@company.com,2024-02-04,Update
cto@company.com,staff_04@company.com,2024-01-23,Sync
cto@company.com,ceo@company.com,2024-01-27,Coffee
staff_08@company.com,staff_09@company.com,2024-02-07,Coffee
staff_05@company.com,staff_02@company.com,2024-01-15,Sync
sales_lead@company.com,staff_11@company.com,2024-01-25,Planning
ceo@company.com,hr_lead@company.com,2024-02-18,Planning
staff_03@company.com,staff_02@company.com,2024-01-18,Report
ceo@company.com,staff_11@company.com,2024-02-02,Coffee
staff_06@company.com,staff_11@company.com,2024-01-07,Coffee
eng_lead@company.com,staff_07@company.com,2024-02-26,Update
sales_lead@company.com,staff_10@company.com,2024-01-18,Update
staff_10@company.com,staff_08@company.com,2024-02-20,Planning
staff_08@company.com,staff_10@company.com,2024-01-27,Sync
staff_06@company.com,staff_12@company.com,2024-01-30,Report
staff_08@company.com,staff_01@company.com,2024-02-17,Report
cto@company.com,staff_05@company.com,2024-02-22,Update
staff_05@company.com,hr_lead@company.com,2024-02-13,Planning
staff_11@company.com,ceo@company.com,2024-01-15,Report
staff_07@company.com,eng_lead@company.com,2024-01-22,Coffee
staff_11@company.com,staff_10@company.com,2024-01-30,Sync
staff_09@company.com,staff_02@company.com,2024-02-21,Sync
ceo@company.com,staff_02@company.com,2024-01-10,Planning
staff_04@company.com,hr_lead@company.com,2024-01-15,Coffee
staff_01@company.com,eng_lead@company.com,2024-02-07,Update
staff_03@company.com,staff_02@company.com,2024-02-13,Sync
staff_05@company.com,staff_13@company.com,2024-01-28,Sync
cto@company.com,staff_03@company.com,2024-02-12,Planning
staff_07@company.com,staff_12@company.com,2024-01-22,Planning
staff_14@company.com,eng_lead@company.com,2024-01-22,Report
staff_01@company.com,staff_02@company.com,2024-01-14,Sync
staff_02@company.com,sales_lead@company.com,2024-02-20,Coffee
eng_lead@company.com,staff_05@company.com,2024-01-10,Planning
hr_lead@company.com,staff_01@company.com,2024-02-18,Coffee
staff_15@company.com,staff_13@company.com,2024-01-15,Coffee
hr_lead@company.com,staff_12@company.com,2024-01-01,Coffee
ceo@company.com,staff_15@company.com,2024-02-06,Planning
staff_10@company.com,staff_15@company.com,2024-02-27,Sync
staff_04@company.com,sales_lead@company.com,2024-01-30,Coffee
staff_06@company.com,staff_07@company.com,2024-01-18,Report
cto@company.com,staff_02@company.com,2024-01-31,Report
staff_11@company.com,staff_01@company.com,2024-02-26,Sync
staff_04@company.com,staff_14@company.com,2024-01-22,Report
staff_11@company.com,staff_08@company.com,2024-01-22,Coffee
hr_lead@company.com,staff_03@company.com,2024-02-21,Sync
staff_03@company.com,staff_04@company.com,2024-01-09,Report
staff_05@company.com,staff_06@company.com,2024-01-24,CONFIDENTIAL: Internal Data Export
staff_15@company.com,hr_lead@company.com,2024-01-08,Sync
staff_12@company.com,staff_10@company.com,2024-01-01,Planning
staff_02@company.com,staff_01@company.com,2024-01-24,Planning
staff_07@company.com,staff_03@company.com,2024-02-25,Planning
cto@company.com,sales_lead@company.com,2024-02-02,Coffee
ceo@company.com,staff_08@company.com,2024-02-16,Coffee
staff_09@company.com,staff_05@company.com,2024-01-28,Sync
ceo@company.com,staff_11@company.com,2024-01-21,Report
staff_01@company.com,staff_02@company.com,2024-02-17,Coffee
staff_09@company.com,ceo@company.com,2024-02-22,Coffee
eng_lead@company.com,staff_02@company.com,2024-02-01,Report
staff_15@company.com,eng_lead@company.com,2024-02-26,Planning
ceo@company.com,hr_lead@company.com,2024-01-11,Update
ceo@company.com,staff_12@company.com,2024-01-19,Report
cto@company.com,staff_14@company.com,2024-02-07,Planning
staff_05@company.com,staff_12@company.com,2024-01-05,CONFIDENTIAL: Internal Data Export
ceo@company.com,staff_15@company.com,2024-02-11,Report
staff_08@company.com,staff_09@company.com,2024-02-18,Update
staff_14@company.com,staff_04@company.com,2024-01-25,Report
ceo@company.com,staff_11@company.com,2024-01-09,Planning
ceo@company.com,sales_lead@company.com,2024-01-29,Planning
staff_03@company.com,staff_07@company.com,2024-01-12,Update
staff_02@company.com,ceo@company.com,2024-01-31,Sync
staff_05@company.com,staff_14@company.com,2024-01-27,Sync
staff_04@company.com,staff_05@company.com,2024-02-22,Sync
staff_03@company.com,hr_lead@company.com,2024-02-24,Coffee
staff_10@company.com,staff_15@company.com,2024-02-27,Sync
sales_lead@company.com,staff_09@company.com,2024-02-05,Update
staff_09@company.com,staff_05@company.com,2024-01-14,Coffee
staff_13@company.com,ceo@company.com,2024-02-13,Planning
staff_01@company.com,hr_lead@company.com,2024-02-14,Planning
hr_lead@company.com,staff_13@company.com,2024-02-28,Coffee
ceo@company.com,staff_15@company.com,2024-01-17,Report
ceo@company.com,staff_05@company.com,2024-02-19,Update
cto@company.com,sales_lead@company.com,2024-01-13,Update
ceo@company.com,hr_lead@company.com,2024-01-16,Planning
cto@company.com,eng_lead@company.com,2024-01-20,Planning
staff_09@company.com,sales_lead@company.com,2024-02-02,Planning
eng_lead@company.com,staff_13@company.com,2024-02-29,Sync
staff_08@company.com,staff_09@company.com,2024-02-16,Report
ceo@company.com,sales_lead@company.com,2024-01-27,Planning
ceo@company.com,staff_04@company.com,2024-01-12,Update
cto@company.com,staff_07@company.com,2024-02-10,Coffee
ceo@company.com,hr_lead@company.com,2024-01-17,Sync
staff_13@company.com,hr_lead@company.com,2024-01-16,Report
staff_12@company.com,staff_05@company.com,2024-01-31,Planning
cto@company.com,ceo@company.com,2024-02-19,Report
staff_14@company.com,hr_lead@company.com,2024-01-02,Coffee
staff_04@company.com,ceo@company.com,2024-01-22,Update
staff_04@company.com,ceo@company.com,2024-01-12,Report
staff_06@company.com,staff_14@company.com,2024-01-10,Sync
staff_03@company.com,staff_01@company.com,2024-01-06,Report
staff_13@company.com,staff_01@company.com,2024-01-22,Sync
staff_03@company.com,hr_lead@company.com,2024-01-03,Sync
staff_13@company.com,staff_10@company.com,2024-02-19,Sync
staff_08@company.com,staff_10@company.com,2024-02-14,Update
staff_07@company.com,eng_lead@company.com,2024-01-02,Report
staff_11@company.com,staff_09@company.com,2024-01-05,Sync
staff_01@company.com,staff_02@company.com,2024-01-26,Planning
cto@company.com,staff_09@company.com,2024-02-15,Planning
staff_02@company.com,hr_lead@company.com,2024-01-18,Update
sales_lead@company.com,staff_09@company.com,2024-02-28,Planning
staff_02@company.com,hr_lead@company.com,2024-01-04,Update
cto@company.com,staff_09@company.com,2024-02-02,Update
sales_lead@company.com,staff_01@company.com,2024-02-09,Update
staff_06@company.com,staff_14@company.com,2024-02-14,Planning
cto@company.com,staff_01@company.com,2024-01-29,Coffee
cto@company.com,staff_15@company.com,2024-02-27,Sync
hr_lead@company.com,staff_02@company.com,2024-01-22,Report
cto@company.com,ceo@company.com,2024-01-08,Coffee
staff_14@company.com,staff_11@company.com,2024-02-19,Planning
staff_07@company.com,staff_05@company.com,2024-01-13,Sync
staff_09@company.com,staff_08@company.com,2024-02-14,Update
staff_07@company.com,staff_15@company.com,2024-01-14,Planning
staff_03@company.com,staff_14@company.com,2024-02-27,Coffee
staff_02@company.com,staff_06@company.com,2024-02-08,Update
hr_lead@company.com,staff_02@company.com,2024-02-29,Planning
staff_13@company.com,staff_15@company.com,2024-01-01,Report
staff_13@company.com,staff_05@company.com,2024-02-08,Sync
staff_03@company.com,staff_08@company.com,2024-02-15,Sync
ceo@company.com,staff_06@company.com,2024-01-31,Update
staff_04@company.com,staff_13@company.com,2024-03-01,Planning
staff_14@company.com,hr_lead@company.com,2024-02-11,Update
cto@company.com,staff_10@company.com,2024-01-29,Update
staff_11@company.com,eng_lead@company.com,2024-02-25,Report
staff_05@company.com,staff_06@company.com,2024-01-02,CONFIDENTIAL: Internal Data Export
hr_lead@company.com,staff_14@company.com,2024-02-02,Sync
cto@company.com,staff_14@company.com,2024-02-07,Update
staff_07@company.com,staff_09@company.com,2024-02-04,Planning
ceo@company.com,staff_02@company.com,2024-01-23,Sync
staff_07@company.com,staff_09@company.com,2024-01-13,Planning
staff_12@company.com,eng_lead@company.com,2024-02-21,Report
staff_12@company.com,cto@company.com,2024-02-14,Coffee
staff_08@company.com,staff_11@company.com,2024-02-24,Planning
cto@company.com,staff_13@company.com,2024-02-17,Coffee
staff_07@company.com,staff_04@company.com,2024-01-20,Planning
ceo@company.com,staff_05@company.com,2024-01-26,Report
sales_lead@company.com,staff_15@company.com,2024-01-04,Coffee
cto@company.com,staff_05@company.com,2024-01-26,Coffee
staff_01@company.com,staff_03@company.com,2024-02-20,Planning
staff_11@company.com,staff_13@company.com,2024-02-29,Report
staff_10@company.com,hr_lead@company.com,2024-01-30,Update
ceo@company.com,staff_11@company.com,2024-01-31,Coffee
staff_02@company.com,staff_12@company.com,2024-01-23,Report
staff_08@company.com,staff_05@company.com,2024-01-24,Update
staff_07@company.com,staff_04@company.com,2024-02-14,Coffee
ceo@company.com,sales_lead@company.com,2024-01-10,Update
staff_03@company.com,hr_lead@company.com,2024-01-28,Sync
staff_04@company.com,staff_01@company.com,2024-02-18,Coffee
staff_08@company.com,staff_10@company.com,2024-01-12,Update
cto@company.com,eng_lead@company.com,2024-01-31,Coffee
cto@company.com,staff_12@company.com,2024-02-18,Report
staff_05@company.com,staff_15@company.com,2024-01-25,Coffee
staff_05@company.com,staff_02@company.com,2024-02-28,Sync
staff_01@company.com,staff_02@company.com,2024-02-29,Coffee
staff_04@company.com,staff_01@company.com,2024-02-07,Sync
staff_13@company.com,sales_lead@company.com,2024-02-14,Coffee
staff_01@company.com,staff_02@company.com,2024-02-16,Report
hr_lead@company.com,staff_01@company.com,2024-02-26,Update
staff_11@company.com,sales_lead@company.com,2024-01-04,Report
cto@company.com,ceo@company.com,2024-02-04,Planning
staff_14@company.com,ceo@company.com,2024-02-03,Planning
staff_07@company.com,staff_08@company.com,2024-02-04,Planning
staff_01@company.com,hr_lead@company.com,2024-01-13,Planning
staff_04@company.com,staff_02@company.com,2024-01-13,Coffee
cto@company.com,staff_01@company.com,2024-01-15,Report
staff_15@company.com,staff_13@company.com,2024-02-09,Sync
staff_07@company.com,eng_lead@company.com,2024-02-13,Coffee
ceo@company.com,staff_02@company.com,2024-01-10,Planning
staff_07@company.com,hr_lead@company.com,2024-02-12,Planning
staff_06@company.com,staff_02@company.com,2024-02-14,Planning
hr_lead@company.com,staff_09@company.com,2024-02-08,Report
staff_10@company.com,staff_06@company.com,2024-01-05,Coffee
staff_03@company.com,staff_01@company.com,2024-02-11,Coffee
cto@company.com,staff_09@company.com,2024-02-20,Update
staff_08@company.com,staff_11@company.com,2024-01-06,Planning
cto@company.com,staff_02@company.com,2024-01-21,Report
staff_04@company.com,staff_06@company.com,2024-01-23,Sync
staff_07@company.com,staff_06@company.com,2024-01-08,Report
cto@company.com,staff_05@company.com,2024-01-14,Update
staff_08@company.com,staff_14@company.com,2024-01-17,Sync
sales_lead@company.com,staff_12@company.com,2024-01-20,Update
staff_01@company.com,hr_lead@company.com,2024-01-28,Coffee
staff_15@company.com,staff_06@company.com,2024-01-24,Sync
staff_03@company.com,staff_01@company.com,2024-02-10,Sync
hr_lead@company.com,eng_lead@company.com,2024-01-19,Sync
ceo@company.com,staff_02@company.com,2024-02-01,Update
cto@company.com,staff_05@company.com,2024-01-28,Sync
staff_08@company.com,staff_04@company.com,2024-02-19,Update
hr_lead@company.com,staff_11@company.com,2024-02-07,Planning
ceo@company.com,staff_03@company.com,2024-02-21,Coffee
ceo@company.com,staff_06@company.com,2024-01-15,Planning
eng_lead@company.com,hr_lead@company.com,2024-01-10,Sync
staff_15@company.com,staff_02@company.com,2024-03-01,Report
staff_04@company.com,staff_13@company.com,2024-02-29,Sync
sales_lead@company.com,staff_09@company.com,2024-02-14,Update
staff_03@company.com,hr_lead@company.com,2024-03-01,Sync
staff_10@company.com,staff_11@company.com,2024-01-30,Planning
staff_11@company.com,cto@company.com,2024-02-18,Sync
staff_04@company.com,ceo@company.com,2024-02-12,Planning
ceo@company.com,staff_01@company.com,2024-01-24,Report
cto@company.com,staff_09@company.com,2024-01-10,Report
hr_lead@company.com,eng_lead@company.com,2024-01-16,Sync
cto@company.com,staff_03@company.com,2024-01-29,Coffee
staff_01@company.com,staff_02@company.com,2024-01-08,Coffee
staff_08@company.com,staff_13@company.com,2024-01-21,Report
staff_14@company.com,staff_12@company.com,2024-01-08,Planning
staff_14@company.com,staff_11@company.com,2024-01-21,Update
staff_03@company.com,hr_lead@company.com,2024-02-17,Report
eng_lead@company.com,staff_04@company.com,2024-01-07,Coffee
staff_01@company.com,staff_03@company.com,2024-02-23,Update
cto@company.com,staff_04@company.com,2024-01-28,Coffee
staff_01@company.com,staff_05@company.com,2024-01-22,Report
staff_03@company.com,staff_01@company.com,2024-01-20,Coffee
